transaction_id,amount_eur,merchant_country,issuer_country,cross_border,device_type,browser_type,merchant_category,card_scheme,returning_user,tokenized,passkey_available,exemption_possible,previous_soft_decline,previous_challenge_success,failed_auth_attempts_30d,issuer_behavior,risk_score_label,friction_score_label,approved,abandoned,fraud_flag,device_type_encoded,browser_type_encoded,merchant_category_encoded,card_scheme_encoded,issuer_behavior_encoded,risk_proxy,friction_proxy,pred_approval_proba,pred_abandon_proba,pred_fraud_proba,recommended_strategy,decision_reason,strategy_cost_score,business_value_score
TX_0006284,100.26,NL,NL,0,mobile,chrome,saas,amex,1,0,0,1,0,0,0,neutral,17.0,13.0,0,0,0,0,0,1,2,1,2,3,55.98,37.94,29.2,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,4.37
TX_0006285,113.09,FR,DE,1,mobile,chrome,saas,mc,1,0,0,1,1,0,1,friendly,21.2,13.0,1,1,0,0,0,1,1,0,11,3,31.37,51.59,36.96,SOFT_DECLINE_RETRY_WITH_AUTH,Retrying after previous soft decline with stronger auth,45,-10.67
TX_0006286,214.75,BE,ES,1,mobile,safari,retail,visa,1,1,0,1,0,1,0,friendly,25.2,16.0,1,0,0,0,1,3,0,0,2,3,62.37,34.47,36.24,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,6.7
TX_0006287,118.65,FR,FR,0,mobile,chrome,saas,visa,1,0,0,1,0,0,0,friendly,15.2,13.0,0,0,0,0,0,1,0,0,2,3,52.92,47.96,29.39,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,0.45
TX_0006288,177.65,ES,UK,1,desktop,chrome,retail,visa,1,0,0,0,0,0,0,strict,32.8,19.0,1,0,1,1,0,3,0,2,4,1,58.43,27.42,64.82,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,0.97
TX_0006289,25.65,FR,UK,1,mobile,firefox,travel,visa,1,1,1,0,0,0,0,neutral,24.0,13.0,1,0,0,0,2,2,0,1,2,2,67.97,30.41,37.98,3DS_FRICTIONLESS,Moderate risk with acceptable approval probability,20,13.39
TX_0006290,102.44,FR,BE,1,desktop,chrome,marketplace,visa,0,1,0,1,0,1,0,friendly,22.2,13.0,0,0,0,1,0,0,0,0,4,3,50.94,35.84,41.23,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,0.22
TX_0006291,110.45,IT,BE,1,mobile,safari,marketplace,visa,1,1,0,0,0,0,0,strict,20.8,21.0,0,0,0,0,1,0,0,2,2,3,49.82,43.74,36.93,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,-1.4
TX_0006292,49.61,UK,UK,0,mobile,chrome,marketplace,mc,1,1,0,0,0,0,0,friendly,11.2,13.0,1,0,0,0,0,0,1,0,0,3,65.56,41.74,13.44,3DS_FRICTIONLESS,Moderate risk with acceptable approval probability,20,14.38
TX_0006293,81.77,IT,BE,1,mobile,firefox,subscriptions,mc,1,0,1,0,0,0,0,friendly,21.2,13.0,1,0,0,0,2,4,1,0,4,2,52.25,36.43,42.04,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,0.5
TX_0006294,105.28,DE,US,1,mobile,chrome,retail,mc,1,1,1,1,0,0,2,friendly,26.2,13.0,1,1,1,0,0,3,1,0,8,2,67.57,46.65,56.88,PASSKEY,"High friction risk, passkey available to reduce abandonment",18,5.57
TX_0006295,8.28,FR,NL,1,desktop,chrome,marketplace,mc,0,1,0,1,0,0,0,friendly,22.2,13.0,1,0,1,1,0,0,1,0,4,3,58.75,45.18,42.83,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,1.08
TX_0006296,119.82,UK,US,1,mobile,firefox,retail,visa,0,0,0,0,1,1,0,strict,29.8,26.0,0,0,1,0,2,3,0,2,10,5,31.36,38.64,61.31,SOFT_DECLINE_RETRY_WITH_AUTH,Retrying after previous soft decline with stronger auth,45,-12.31
TX_0006297,1.52,FR,IT,1,mobile,chrome,subscriptions,mc,0,1,0,0,0,0,0,neutral,24.0,18.0,1,0,0,0,0,4,1,1,4,5,51.07,50.8,45.77,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,-4.37
TX_0006298,98.89,UK,DE,1,desktop,firefox,retail,visa,0,0,0,0,0,1,0,friendly,26.2,13.0,1,0,0,1,2,3,0,0,6,3,50.99,48.93,47.64,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,-4.31
TX_0006299,120.41,FR,ES,1,mobile,app_webview,saas,visa,0,0,1,1,0,0,0,neutral,32.0,26.0,1,1,0,0,4,1,0,1,6,7,55.63,43.44,49.67,PASSKEY,"High friction risk, passkey available to reduce abandonment",18,2.44
TX_0006300,12.21,FR,NL,1,mobile,app_webview,saas,visa,1,1,0,1,0,1,1,strict,24.8,29.0,1,0,0,0,4,1,0,2,5,6,67.19,37.34,37.02,3DS_FRICTIONLESS,Moderate risk with acceptable approval probability,20,11.5
TX_0006301,115.88,NL,UK,1,mobile,chrome,marketplace,amex,0,1,0,0,1,0,0,friendly,22.2,18.0,1,0,0,0,0,0,2,0,8,5,59.95,39.59,38.83,SOFT_DECLINE_RETRY_WITH_AUTH,Retrying after previous soft decline with stronger auth,45,4.81
TX_0006302,36.71,NL,DE,1,tablet,app_webview,saas,mc,1,0,0,1,0,0,2,neutral,36.0,16.0,1,1,1,2,4,1,1,1,10,4,34.64,57.48,65.97,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,-17.48
TX_0006303,233.2,FR,ES,1,desktop,firefox,subscriptions,mc,1,1,0,1,0,0,1,friendly,25.2,11.0,1,0,0,1,2,4,1,0,5,1,78.7,21.44,34.73,3DS_FRICTIONLESS,Moderate risk with acceptable approval probability,20,21.11
TX_0006304,65.59,NL,ES,1,mobile,edge,retail,mc,0,0,0,0,0,0,0,neutral,28.0,18.0,1,0,0,0,3,3,1,1,6,5,39.09,58.37,56.8,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,-13.86
TX_0006305,54.85,DE,IT,1,tablet,app_webview,travel,mc,0,1,1,0,0,0,0,friendly,31.2,21.0,1,0,0,2,4,2,1,0,4,5,70.21,37.66,32.12,3DS_FRICTIONLESS,Moderate risk with acceptable approval probability,20,13.76
TX_0006306,113.85,ES,FR,1,desktop,safari,marketplace,mc,0,1,0,0,0,0,0,neutral,24.0,13.0,1,0,0,1,1,0,1,1,4,3,49.7,43.54,45.25,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,-3.07
TX_0006307,1.5,UK,FR,1,desktop,firefox,retail,visa,0,1,1,0,0,0,0,friendly,22.2,13.0,0,0,0,1,2,3,0,0,4,2,45.7,34.81,46.31,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,-2.9
TX_0006308,143.77,BE,DE,1,mobile,chrome,subscriptions,visa,0,0,0,0,0,0,1,friendly,26.2,18.0,1,0,1,0,0,4,0,0,9,5,61.12,43.28,54.38,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,0.31
TX_0006309,108.0,NL,UK,1,desktop,safari,marketplace,visa,0,0,0,0,0,1,0,neutral,28.0,13.0,1,0,1,1,1,0,0,1,6,3,49.32,53.56,56.83,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,-8.06
TX_0006310,82.12,ES,UK,1,tablet,edge,saas,mc,0,0,0,0,0,0,0,friendly,26.2,13.0,1,0,0,2,3,1,1,0,6,3,46.26,36.9,48.27,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,-3.56
TX_0006311,96.67,IT,FR,1,desktop,app_webview,marketplace,visa,0,1,0,1,0,0,0,strict,29.8,29.0,0,0,0,1,4,0,0,2,4,6,45.05,43.68,50.41,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,-6.23
TX_0006312,157.02,UK,IT,1,mobile,chrome,saas,mc,1,1,1,0,0,0,0,friendly,25.2,16.0,1,1,0,0,0,1,1,0,2,2,63.48,53.65,40.9,PASSKEY,"High friction risk, passkey available to reduce abandonment",18,5.17
TX_0006313,13.94,BE,US,1,mobile,chrome,saas,visa,0,0,0,0,0,0,0,neutral,28.0,18.0,1,1,0,0,0,1,0,1,6,5,37.91,57.54,45.96,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,-12.02
TX_0006314,72.13,IT,UK,1,tablet,app_webview,retail,mc,0,0,0,0,0,0,0,neutral,32.0,21.0,0,0,1,2,4,3,1,1,6,6,36.25,60.85,64.1,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,-17.22
TX_0006315,88.73,IT,NL,1,mobile,chrome,travel,visa,1,0,0,0,0,0,1,strict,29.8,21.0,1,0,0,0,0,2,0,2,7,3,55.63,42.6,46.12,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,-0.34
TX_0006316,147.96,DE,FR,1,desktop,safari,travel,visa,1,1,1,0,0,1,0,friendly,22.2,8.0,1,0,0,1,1,2,0,0,2,0,74.82,7.78,31.99,3DS_FRICTIONLESS,Moderate risk with acceptable approval probability,20,23.33
TX_0006317,109.07,BE,DE,1,mobile,chrome,travel,visa,0,1,0,1,1,0,1,friendly,27.2,18.0,0,0,1,0,0,2,0,0,11,5,43.21,47.07,62.0,SOFT_DECLINE_RETRY_WITH_AUTH,Retrying after previous soft decline with stronger auth,45,-9.22
TX_0006318,128.13,IT,ES,1,mobile,app_webview,retail,amex,1,1,0,0,0,0,0,friendly,21.2,21.0,1,0,0,0,4,3,2,0,2,6,51.86,42.59,42.65,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,-1.34
TX_0006319,105.41,UK,IT,1,desktop,firefox,travel,mc,1,0,0,0,0,0,0,neutral,28.0,8.0,1,0,0,1,2,2,1,1,4,1,56.46,30.78,49.89,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,2.23
TX_0006320,151.93,UK,IT,1,mobile,chrome,subscriptions,visa,0,0,0,0,0,1,1,neutral,36.0,21.0,1,1,0,0,0,4,0,1,9,5,71.82,41.99,53.13,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,5.7
TX_0006321,36.45,BE,NL,1,mobile,firefox,retail,visa,0,0,1,0,0,0,0,neutral,28.0,18.0,1,1,1,0,2,3,0,1,6,4,46.62,53.47,60.15,PASSKEY,"High friction risk, passkey available to reduce abandonment",18,-6.22
TX_0006322,156.2,FR,US,1,desktop,firefox,travel,visa,1,1,0,1,0,0,1,strict,33.8,19.0,1,0,1,1,2,2,0,2,5,1,65.87,28.11,52.69,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,6.58
TX_0006323,121.39,BE,DE,1,mobile,safari,saas,mc,1,0,0,0,0,0,0,friendly,21.2,13.0,1,0,0,0,1,1,1,0,4,3,52.7,42.05,48.37,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,-1.97
TX_0006324,19.21,BE,FR,1,mobile,chrome,retail,amex,1,1,0,0,0,1,0,neutral,19.0,13.0,0,1,0,0,0,3,2,1,2,3,59.68,44.74,35.28,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,3.12
TX_0006325,61.7,UK,US,1,desktop,app_webview,retail,visa,0,0,0,1,0,0,0,friendly,30.2,21.0,1,1,1,1,4,3,0,0,6,6,37.79,61.74,65.79,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,-17.09
TX_0006326,68.51,ES,DE,1,mobile,chrome,saas,visa,0,1,0,1,0,1,0,strict,25.8,26.0,1,1,0,0,0,1,0,2,4,5,56.61,67.62,41.56,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,-5.24
TX_0006327,86.03,NL,UK,1,mobile,app_webview,marketplace,visa,1,0,0,0,0,0,0,neutral,27.0,21.0,1,0,0,0,4,0,0,1,4,6,36.37,48.03,49.8,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,-11.1
TX_0006328,109.2,NL,UK,1,tablet,edge,retail,visa,0,1,0,1,0,0,0,strict,25.8,21.0,1,0,1,2,3,3,0,2,4,3,53.27,40.56,44.86,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,-0.64
TX_0006329,53.97,DE,ES,1,tablet,chrome,marketplace,visa,0,1,0,0,0,0,0,neutral,24.0,13.0,0,0,1,2,0,0,0,1,4,3,47.05,51.95,61.33,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,-9.58
TX_0006330,1.5,NL,UK,1,mobile,safari,retail,mc,0,0,0,1,0,1,1,neutral,28.0,18.0,1,0,1,0,1,3,1,1,9,5,51.1,50.75,60.89,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,-7.37
TX_0006331,40.65,ES,US,1,desktop,chrome,saas,visa,1,0,0,0,0,1,0,friendly,21.2,8.0,1,0,1,1,0,1,0,0,4,1,56.57,20.44,51.43,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,4.56
TX_0006332,82.76,FR,US,1,desktop,app_webview,saas,mc,0,1,0,1,0,1,0,strict,29.8,29.0,1,1,0,1,4,1,1,2,4,6,60.99,60.36,38.65,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,-0.87
TX_0006333,91.56,ES,US,1,mobile,firefox,saas,mc,1,0,0,1,0,1,0,friendly,21.2,13.0,0,0,0,0,2,1,1,0,4,3,48.4,40.32,46.19,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,-3.04
TX_0006334,90.93,UK,BE,1,desktop,edge,retail,visa,1,1,1,1,0,1,0,strict,20.8,16.0,1,0,0,1,3,3,0,2,2,0,80.43,11.14,32.76,3DS_FRICTIONLESS,Moderate risk with acceptable approval probability,20,24.86
TX_0006335,106.54,FR,DE,1,tablet,chrome,saas,visa,0,0,1,0,0,0,0,neutral,28.0,13.0,0,0,0,2,0,1,0,1,6,2,46.61,39.28,53.23,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,-4.99
TX_0006336,80.77,DE,ES,1,desktop,safari,retail,mc,0,1,0,1,0,0,1,neutral,24.0,13.0,1,0,0,1,1,3,1,1,7,3,48.68,41.9,48.53,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,-3.78
TX_0006337,1.5,NL,NL,0,mobile,safari,marketplace,visa,0,1,0,1,0,0,0,neutral,18.0,18.0,1,0,0,0,1,0,0,1,2,5,77.92,50.27,18.38,3DS_FRICTIONLESS,Moderate risk with acceptable approval probability,20,16.82
TX_0006338,12.45,FR,NL,1,mobile,app_webview,saas,visa,1,0,0,0,0,0,0,friendly,25.2,21.0,1,0,0,0,4,1,0,0,4,6,46.07,49.26,40.0,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,-5.08
TX_0006339,102.38,IT,US,1,mobile,firefox,travel,visa,1,1,0,0,0,0,0,neutral,24.0,13.0,1,0,0,0,2,2,0,1,2,3,56.29,42.99,43.08,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,0.47
TX_0006340,67.48,DE,IT,1,mobile,chrome,saas,mc,1,0,1,0,0,0,2,strict,33.8,21.0,1,0,0,0,0,1,1,2,10,2,55.65,38.07,40.41,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,1.94
TX_0006341,50.72,IT,DE,1,mobile,edge,saas,visa,0,1,0,1,0,1,1,friendly,22.2,18.0,1,0,0,0,3,1,0,0,7,5,58.1,53.72,39.56,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,-0.7
TX_0006342,135.43,NL,NL,0,mobile,chrome,marketplace,mc,1,0,1,1,0,1,1,friendly,15.2,13.0,1,1,0,0,0,0,1,0,5,2,71.95,53.73,25.4,3DS_FRICTIONLESS,Moderate risk with acceptable approval probability,20,11.87
TX_0006343,42.4,FR,ES,1,mobile,chrome,retail,amex,0,1,1,0,0,0,0,neutral,24.0,18.0,0,1,0,0,0,3,2,1,4,4,54.97,60.91,34.38,PASSKEY,"High friction risk, passkey available to reduce abandonment",18,0.83
TX_0006344,141.44,UK,BE,1,desktop,edge,retail,mc,0,0,1,1,0,1,0,neutral,28.0,13.0,0,0,0,1,3,3,1,1,6,2,41.55,32.22,42.6,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,-3.38
TX_0006345,78.18,DE,IT,1,mobile,edge,marketplace,visa,1,1,1,0,0,0,0,neutral,19.0,13.0,1,0,0,0,3,0,0,1,2,2,66.57,30.98,34.85,3DS_FRICTIONLESS,Moderate risk with acceptable approval probability,20,13.24
TX_0006346,83.73,BE,UK,1,mobile,chrome,retail,visa,1,0,1,0,0,1,0,neutral,23.0,13.0,1,0,1,0,0,3,0,1,4,2,62.33,41.9,51.52,PASSKEY,"High friction risk, passkey available to reduce abandonment",18,5.47
TX_0006347,1.5,UK,FR,1,desktop,app_webview,saas,mc,1,0,0,1,0,0,0,strict,28.8,24.0,0,0,0,1,4,1,1,2,4,4,44.15,37.89,43.02,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,-3.71
TX_0006348,99.11,NL,NL,0,tablet,safari,saas,mc,0,0,0,1,0,0,0,neutral,22.0,13.0,1,1,0,2,1,1,1,1,4,3,55.7,50.34,40.03,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,-1.03
TX_0006349,164.15,NL,NL,0,desktop,chrome,retail,mc,1,0,1,0,0,0,1,friendly,23.2,11.0,1,0,1,1,0,3,1,0,5,0,80.44,7.03,32.92,3DS_FRICTIONLESS,Moderate risk with acceptable approval probability,20,25.86
TX_0006350,84.81,IT,NL,1,mobile,chrome,retail,mc,1,1,0,0,0,0,0,friendly,17.2,13.0,1,0,0,0,0,3,1,0,2,3,62.61,47.16,45.35,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,1.81
TX_0006351,77.06,FR,IT,1,tablet,edge,marketplace,visa,0,1,0,1,0,0,1,neutral,24.0,13.0,1,1,0,2,3,0,0,1,7,3,62.68,48.83,42.0,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,2.1
TX_0006352,112.73,FR,US,1,mobile,chrome,saas,mc,0,0,0,0,0,0,0,friendly,26.2,18.0,1,0,0,0,0,1,1,0,6,5,41.51,54.21,51.76,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,-10.72
TX_0006353,1.5,DE,UK,1,desktop,safari,retail,visa,1,1,0,0,0,0,0,neutral,19.0,8.0,1,0,0,1,1,3,0,1,2,1,77.44,20.88,34.74,3DS_FRICTIONLESS,Moderate risk with acceptable approval probability,20,20.68
TX_0006354,107.97,FR,DE,1,mobile,app_webview,marketplace,mc,0,1,1,0,0,0,0,friendly,26.2,26.0,1,0,0,0,4,0,1,0,4,7,61.06,47.66,34.7,PASSKEY,"High friction risk, passkey available to reduce abandonment",18,6.82
TX_0006355,114.31,ES,BE,1,mobile,chrome,retail,mc,1,0,1,1,0,0,0,strict,24.8,21.0,1,0,0,0,0,3,1,2,4,2,53.43,37.56,49.55,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,-0.76
TX_0006356,1.5,IT,BE,1,mobile,app_webview,marketplace,mc,1,0,0,0,0,0,0,neutral,27.0,21.0,1,0,0,0,4,0,1,1,4,6,54.64,55.22,39.39,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,-2.59
TX_0006357,77.31,ES,NL,1,tablet,chrome,travel,amex,1,1,0,1,1,0,1,neutral,24.0,8.0,1,0,0,2,0,2,2,1,9,1,75.71,20.03,23.43,SOFT_DECLINE_RETRY_WITH_AUTH,Retrying after previous soft decline with stronger auth,45,19.88
TX_0006358,125.91,UK,UK,0,mobile,edge,retail,mc,0,1,0,0,0,0,0,neutral,18.0,18.0,1,0,0,0,3,3,1,1,2,5,59.5,51.75,32.74,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,1.79
TX_0006359,29.64,DE,BE,1,mobile,app_webview,saas,mc,1,1,0,0,0,0,0,neutral,23.0,21.0,1,0,0,0,4,1,1,1,2,6,61.63,50.1,33.91,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,2.93
TX_0006360,71.45,NL,FR,1,mobile,app_webview,marketplace,amex,0,0,0,0,0,0,0,friendly,30.2,26.0,1,0,0,0,4,0,2,0,6,8,68.9,42.65,33.63,3DS_FRICTIONLESS,Moderate risk with acceptable approval probability,20,11.62
TX_0006361,41.94,FR,IT,1,mobile,chrome,retail,visa,1,0,0,0,0,0,0,neutral,23.0,13.0,1,0,0,0,0,3,0,1,4,3,53.81,48.06,53.29,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,-3.96
TX_0006362,67.99,DE,FR,1,mobile,safari,retail,amex,1,1,0,0,0,1,0,friendly,17.2,13.0,1,1,0,0,1,3,2,0,2,3,68.77,55.02,39.51,3DS_FRICTIONLESS,Moderate risk with acceptable approval probability,20,7.29
TX_0006363,90.0,IT,NL,1,mobile,safari,saas,visa,0,1,1,0,0,0,1,neutral,24.0,18.0,1,0,0,0,1,1,0,1,7,4,51.85,50.41,36.97,PASSKEY,"High friction risk, passkey available to reduce abandonment",18,1.54
TX_0006364,88.17,ES,BE,1,mobile,safari,retail,amex,1,0,1,0,0,0,0,strict,24.8,21.0,1,0,0,0,1,3,2,2,4,2,60.92,33.63,46.99,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,4.11
TX_0006365,133.0,ES,NL,1,desktop,safari,subscriptions,mc,1,1,0,0,0,1,0,neutral,19.0,8.0,1,1,0,1,1,4,1,1,2,1,73.95,38.12,41.19,3DS_FRICTIONLESS,Moderate risk with acceptable approval probability,20,13.51
TX_0006366,129.5,BE,BE,0,desktop,app_webview,saas,mc,1,1,1,0,0,1,0,neutral,17.0,16.0,0,0,0,1,4,1,1,1,0,3,53.62,17.72,14.69,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,11.26
TX_0006367,178.59,IT,FR,1,mobile,chrome,retail,visa,1,1,0,0,0,0,0,friendly,25.2,16.0,1,0,0,0,0,3,0,0,2,3,60.89,45.49,42.96,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,1.94
TX_0006368,6.28,UK,ES,1,mobile,firefox,retail,visa,0,0,0,1,0,1,0,friendly,26.2,18.0,1,0,1,0,2,3,0,0,6,5,41.08,50.85,53.73,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,-10.47
TX_0006369,85.77,IT,NL,1,desktop,chrome,saas,mc,1,0,0,1,0,0,0,friendly,21.2,8.0,0,0,0,1,0,1,1,0,4,1,50.85,24.58,44.71,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,2.3
TX_0006370,93.34,DE,NL,1,mobile,chrome,saas,visa,1,0,0,0,0,1,0,friendly,21.2,13.0,1,0,0,0,0,1,0,0,4,3,51.61,51.38,47.65,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,-4.65
TX_0006371,66.7,BE,DE,1,mobile,chrome,subscriptions,visa,0,1,1,1,0,0,0,friendly,22.2,18.0,0,1,0,0,0,4,0,0,4,4,44.44,50.72,46.02,PASSKEY,"High friction risk, passkey available to reduce abandonment",18,-3.69
TX_0006372,296.7,ES,DE,1,desktop,chrome,marketplace,mc,1,0,0,1,0,0,1,friendly,29.2,11.0,0,0,0,1,0,0,1,0,7,1,60.75,21.07,33.77,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,9.82
TX_0006373,146.72,FR,US,1,mobile,firefox,marketplace,visa,1,1,1,0,0,0,0,neutral,19.0,13.0,1,0,0,0,2,0,0,1,2,2,65.69,27.8,34.28,3DS_FRICTIONLESS,Moderate risk with acceptable approval probability,20,13.75
TX_0006374,59.54,BE,ES,1,desktop,safari,saas,visa,0,0,0,0,0,0,0,friendly,26.2,13.0,1,0,0,1,1,1,0,0,6,3,39.79,42.1,52.42,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,-8.6
TX_0006375,125.13,UK,IT,1,desktop,chrome,subscriptions,visa,1,0,1,0,0,0,0,strict,24.8,16.0,1,0,0,1,0,4,0,2,4,0,58.38,6.54,55.48,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,8.04
TX_0006376,181.65,UK,DE,1,mobile,safari,retail,visa,0,1,0,1,0,0,0,friendly,30.2,21.0,0,1,1,0,1,3,0,0,4,5,41.18,66.3,47.01,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,-12.95
TX_0006377,116.44,FR,ES,1,desktop,chrome,marketplace,visa,1,1,1,1,0,0,1,neutral,19.0,8.0,0,0,0,1,0,0,0,1,5,0,58.79,4.67,38.48,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,12.09
TX_0006378,13.86,FR,FR,0,desktop,edge,retail,visa,1,0,0,0,0,1,0,friendly,15.2,8.0,1,0,0,1,3,3,0,0,2,1,75.37,15.22,40.26,3DS_FRICTIONLESS,Moderate risk with acceptable approval probability,20,20.06
TX_0006379,16.41,UK,FR,1,mobile,edge,retail,visa,1,1,1,0,0,0,0,friendly,17.2,13.0,1,0,0,0,3,3,0,0,2,2,79.16,35.55,35.4,3DS_FRICTIONLESS,Moderate risk with acceptable approval probability,20,17.65
TX_0006380,164.08,UK,ES,1,mobile,safari,saas,mc,1,1,0,0,0,1,1,neutral,27.0,16.0,1,0,0,0,1,1,1,1,5,3,78.36,43.85,38.85,3DS_FRICTIONLESS,Moderate risk with acceptable approval probability,20,14.53
TX_0006381,128.68,NL,NL,0,mobile,app_webview,marketplace,mc,0,1,0,0,0,0,1,neutral,22.0,26.0,1,0,0,0,4,0,1,1,5,8,77.02,46.31,22.48,3DS_FRICTIONLESS,Moderate risk with acceptable approval probability,20,16.59
TX_0006382,21.84,NL,BE,1,desktop,safari,retail,mc,0,1,0,0,1,0,1,friendly,22.2,13.0,0,0,0,1,1,3,1,0,11,3,35.39,27.57,31.24,SOFT_DECLINE_RETRY_WITH_AUTH,Retrying after previous soft decline with stronger auth,45,-1.71
TX_0006383,128.4,BE,FR,1,mobile,chrome,marketplace,mc,0,0,0,1,0,0,0,strict,29.8,26.0,0,0,1,0,0,0,1,2,6,5,40.59,67.24,53.98,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,-14.84
TX_0006384,151.43,NL,NL,0,desktop,safari,marketplace,visa,1,0,0,0,0,0,0,strict,26.8,19.0,1,0,0,1,1,0,0,2,2,1,71.53,39.2,24.53,3DS_FRICTIONLESS,Moderate risk with acceptable approval probability,20,15.48
TX_0006385,86.03,UK,FR,1,desktop,app_webview,marketplace,visa,0,0,0,0,0,0,0,friendly,30.2,21.0,1,0,1,1,4,0,0,0,6,6,42.37,55.05,62.16,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,-12.63
TX_0006386,195.03,UK,US,1,mobile,edge,saas,visa,1,1,0,1,0,0,0,neutral,27.0,16.0,1,0,0,0,3,1,0,1,2,3,62.55,43.75,35.86,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,4.54
TX_0006387,64.52,DE,NL,1,desktop,safari,marketplace,visa,0,1,0,1,0,0,0,strict,25.8,21.0,0,0,1,1,1,0,0,2,4,3,43.23,54.24,53.08,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,-10.22
